course_code,course_id,course_name,faculty,school,,keywords,,,,,,#VALUE!,,overview
FINS2624,FINS2624Undergraduate,Portfolio Management,UNSW Business School,School of Banking & Finance,,"portfolio,management,port,finance,design",,,,,,Course Link,,"All investors – from the largest wealth funds to the smallest individual investors – face common concerns in investing: how to decide where to invest, and how much risk to take on. This course will serve as a primer in learning how to think about and address these investment questions. You will acquire the theoretical knowledge underlying optimal portfolio construction (Markowitz portfolio theory and Capital Asset Pricing Model (CAPM)) and how to measure and price risk and exploit mispriced securities. You will learn the practical skills necessary to apply this theoretical knowledge to construct optimal portfolios in iLabs. "
FINS2643,FINS2643Undergraduate,Wealth Management and Client Engagement,UNSW Business School,School of Banking & Finance,,"wealth,management,client,engagement,weal",,,,,,Course Link,,"This course introduces the essential knowledge, skills, and behavioural insights required to effectively engage with clients and deliver comprehensive financial advice. Grounded in psychology and behavioural finance, you'll explore concepts of well-being, flourishing, ethics, and the Whole-life Compass as foundations for meaningful client relationships and financial planning. Technical knowledge in tax planning, home ownership, portfolio construction, insurance, retirement, and social security is developed from both personal and societal perspectives. Through practical scenarios and reflective practice, you'll gain expertise in providing personalised, compliant, and ethically informed financial advice to diverse clients."
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
FINS3610,FINS3610Undergraduate,Private Credit,UNSW Business School,School of Banking & Finance,,"private,credit,priv,management,design",,,,,,Course Link,,"FINS3610 Private Credit is an opportunity to connect directly with investment leaders in the Australian private credit industry. The course will be led and coordinated by leading practitioner in alternative investments, and taught by representatives from across the broad spectrum of private credit funds management in Australia."
FINS3612,FINS3612Undergraduate,Valuation,UNSW Business School,School of Banking & Finance,,"valuation,valu,management,design,research",,,,,,Course Link,,"FINS3612 Valuation is designed to equip students with practical real-world skills in the valuation of public and private equities through instruction provided by academics and industry practitioners. Emphasising the fundamental analysis aspect of stock and asset selection, the course will enable students to appropriately assess the value of companies, assets, and investment opportunities using approaches, methodologies, and tools commonly employed in the field. By the end of the course, students will be able to apply valuation techniques to real-world scenarios, make informed financial decisions, and effectively communicate their findings to stakeholders. This course bridges the gap between academic theories and professional practices, preparing students for careers in funds management, investment banking, asset consulting, and corporate strategy."
FINS3614,FINS3614Undergraduate,Asset Management,UNSW Business School,School of Banking & Finance,,"asset,management,asse,finance,design",,,,,,Course Link,,Asset Management is a rare opportunity for you to connect directly with some key decision makers and thought leaders of the Australian asset management industry.
FINS3616,FINS3616Undergraduate,International Business Finance,UNSW Business School,School of Banking & Finance,,"international,business,finance,inte,management",,,,,,Course Link,,"Led by representatives from across the broad spectrum of asset management – from funds management to asset consulting and major superannuation funds, across the full span of asset management activities and asset classes – you will gain valuable insights, real life skills and helpful connections to inform and guide you across the threshold from student to professional."
FINS3623,FINS3623Undergraduate,Venture Capital,UNSW Business School,School of Banking & Finance,,"venture,capital,vent,management,design",,,,,,Course Link,,"Every week, you and your peers will host an industry expert to find out what’s happening and what matters in today's financial system. Dive into the details of contemporary case studies, sprint through mini-simulations and pick the brains of industry decision makers in exclusive Q&As."
FINS3625,FINS3625Undergraduate,Applied Corporate Finance,UNSW Business School,School of Banking & Finance,,"applied,corporate,finance,appl,management",,,,,,Course Link,,"This course focuses on practical applications related to financial decision making. Case studies and current events are used to illustrate the process of making financial decisions commonly faced by corporate managers, investment bankers, investors and regulators. Topics discussed include: advanced issues in corporate valuation and capital budgeting; capital raising; valuation and analysis of real options; leveraged finance, mergers and acquisitions; and other advanced topics in Corporate Finance. Students are expected to perform hands-on analysis and build excel spreadsheet models to assist with analysis. The course also aims to help students develop oral and writing skills through group assignments and case studies."
FINS3626,FINS3626Undergraduate,International Corporate Governance,UNSW Business School,School of Banking & Finance,,"international,corporate,governance,inte,management",,,,,,Course Link,,"Corporate governance is fundamental to the existence and growth of public corporations as it encompasses the mechanisms which help suppliers of finance assure themselves of getting a return on their investment. Its practical importance is also evident in the recent mega corporate collapses around the world. This course analyses how different governance mechanisms prevent managerial self-dealing, protect minority shareholders and add value to corporations. Specific topics include: directors responsibilities, board structure; regulations; auditing; executive compensation; financial ownership and control; shareholder activism; hostile takeovers and defence mechanisms; and the difference in governance systems in the US, UK, Australia, Japan, Germany and some Asian countries."
FINS3630,FINS3630Undergraduate,Bank Financial Management,UNSW Business School,School of Banking & Finance,,"bank,financial,management,finance,design",,,,,,Course Link,,"In this course, you will learn up-to-date and applied knowledge related to economic functions of and government regulations on financial institutions (FIs). Key topics in this course include banks and the financial services industry, theory and practice of banking, financial management, asset and liability management, regulatory restrictions, and other relevant developments. You will also gain practical skills in risk assessment and mitigation, strategic decision-making, investment analysis, regulatory compliance, and effective financial planning. These skills will benefit you in a range of career opportunities and domains, including investment and risk management, corporate finance, asset management, insurance, financial analysis and consulting, banking, fintech, and regulatory bodies."
FINS3633,FINS3633Undergraduate,Real Estate Finance,UNSW Business School,School of Banking & Finance,,"real,estate,finance,management,design",,,,,,Course Link,,"How do investors decide if a property is a solid opportunity or a financial trap? What drives the pricing of mortgages, and how are they packaged and traded in global markets? Can real estate finance help solve or does it worsen housing affordability challenges? FINS3633 Real Estate Finance equips students with the analytical tools, financial models, and industry insight needed to navigate this high-stakes sector. You’ll explore how residential and commercial properties are financed, valued, and traded, and learn how real estate fits into the broader financial system. Key topics include mortgage design and pricing, commercial property valuation, real estate investment trusts (REITs), the secondary mortgage market, and mortgage-backed securities. You'll also examine how regulation, sustainability, and policy influence investment decisions and market behaviour. Drawing on case studies, from Australian auctions to international property trends, and insights from guest industry speakers, the course prepares students to make evidence-based recommendations in complex real estate contexts. This course is ideal for students pursuing careers in real estate investment, development, banking, or public policy, and who want to understand property finance not just as a set of tools, but as a lens on how economies grow, change, and house their people."
FINS3635,FINS3635Undergraduate,"Options, Futures and Risk Management",UNSW Business School,School of Banking & Finance,,"options,futures,risk,management,opti",,,,,,Course Link,,"In today’s fast-paced financial markets, derivatives such as options and futures are integral to risk management, portfolio optimization, and price discovery. This course provides hands-on experience with the tools and techniques used to manage asset risk, focusing on the strategic use of derivatives in various market conditions. You will explore fundamental concepts like forward and futures contracts, options on stocks, indices, and futures, and how they can be used to hedge positions and manage uncertainty in financial markets."
FINS3640,FINS3640Undergraduate,Investment Management Modeling,UNSW Business School,School of Banking & Finance,,"investment,management,modeling,inve,finance",,,,,,Course Link,,"This course provides students with the required tools and knowledge to think critically and beyond traditional investment strategies. The approaches that will be discussed and presented are the ones that many investors and institutions use to design and implement investment strategies. In the first part of the course, both stock and bond market pricing and investment strategies will be discussed and the required tools to analyze and design investment strategies will be covered. In the second part of the course, we will discuss alternative investment (hedge fund) and mutual fund industries. The course will also cover the design, implementation, and analysis of portfolio allocations. As most courses in finance, this course requires some basic knowledge of mathematics, statistics and accounting. "
FINS3644,FINS3644Undergraduate,Sustainable and Responsible Investing,UNSW Business School,School of Banking & Finance,,"sustainable,responsible,investing,sust,management",,,,,,Course Link,,"From corporate sustainability performance and individual investor fund choices to public policy considerations, sustainability—specifically the environmental and social impacts of businesses—has become a mainstream business issue. This course delivers a comprehensive understanding of sustainability within the investment and finance sectors through the lens of Environmental, Social, and Governance (ESG) principles. Students will use sustainability reports and other resources to evaluate company risk management strategies and transition planning for informed investment decision-making. They will integrate finance, economic, and ethical principles, adapt to sustainable finance taxonomies and regulations, and develop practical investment products and processes. The course fosters a critical and creative sustainable mindset, empowering students to lead and innovate in the dynamic field of sustainable and responsible investing and beyond."
FINS3645,FINS3645Undergraduate,Financial Market Data Design and Analysis,UNSW Business School,School of Banking & Finance,,"financial,market,data,design,analysis",,,,,,Course Link,,Technology is a disruptive factor that is transforming the banking and finance industry. Financial market participants need to process an ever-increasing amount of heterogeneous data to make financial decisions and create disruptive financial products.
FINS3646,FINS3646Undergraduate,Toolkit for Finance,UNSW Business School,School of Banking & Finance,,"toolkit,finance,tool,management,design",,,,,,Course Link,,"This course provides an introduction to some of the computational tools and techniques necessary to navigate through recent technological advances in the financial services industry. Using a hands-on approach, you will learn how to write simple Python codes to solve a number of practical problems. Potential projects covered in the course include the collection of Internet-based financial data, real-time analysis of arbitrage opportunities, implementation of event studies, and asset pricing, along with related analytical methods. The concepts learned in this course will help you develop a Python toolkit, which can be extended to tackle more complex problems in both traditional Finance and FinTech"
FINS3647,FINS3647Undergraduate,Bitcoin and Decentralised Finance,UNSW Business School,School of Banking & Finance,,"bitcoin,decentralised,finance,bitc,management",,,,,,Course Link,,"This course will give you an introduction to cryptocurrencies such as Bitcoin and Ethereum and decentralised finance (DeFi). The course begins with a brief history of money before outlining the underlying cryptocurrency principles of blockchains. Ethereum and smart contracts are introduced, which form the basis of DeFi applications such as automated market makers, decentralised borrowing and lending markets, stablecoins, on-chain derivatives, DAOs and insurance. The course will also give a brief overview of blockchain scalability (layer 2 solutions), the evolution of fundraising, regulation and implications and applications in traditional finance. The course will involve practical activities with cryptocurrencies, trading on a DEX and creating your own cryptocurrency (ERC20 token)."
FINS3648,FINS3648Undergraduate,"Banking, Finance and Technology",UNSW Business School,School of Banking & Finance,,"banking,finance,technology,bank,management",,,,,,Course Link,,"This course deals with implications of technological advances on current and future state of financial industry. The intention is to trigger a disruptive and innovative thinking process and to enforce the notion that recent structural changes across the financial industry provide spectrum of valuable internal and external opportunities. It introduces computational finance and banking technology using the open source programming language of python in the context of finance theory and applications. Case studies to be explored include digital currency (Bitcoin), settlements (Blockchain), hedging, trading and financial advisory.  "
FINS3650,FINS3650Undergraduate,International Banking,UNSW Business School,School of Banking & Finance,,"international,banking,inte,management,design",,,,,,Course Link,,"The course examines why risk, return and capital of international banking institutions need to be managed in an integrated manner.  The role of prudential regulation in managing critical risks of internationally active banks is examined in the context of financial crises.  Topics covered also include management of country risk, international trade financing, structured products, project financing structures and economic capital managemen"
FINS3655,FINS3655Undergraduate,Behavioural Finance,UNSW Business School,School of Banking & Finance,,"behavioural,finance,beha,management,design",,,,,,Course Link,,"In this course, we will examine how people make predictable and repeatable mistakes in financial decision-making. We will describe the nature of these mistakes and their origin, using insights from psychology, neurosciences and experimental economics on how the human mind works. We will consider how understanding the functioning of the human mind allows us to design a better world—in particular, better stock markets, retirement and healthcare systems. As such, this course is markedly multidisciplinary, lying at the intersection of financial economics and cognitive sciences, with both experimental and theoretical components. "
FINS3666,FINS3666Undergraduate,Trading and Market Making,UNSW Business School,School of Banking & Finance,,"trading,market,trad,management,design",,,,,,Course Link,,"The course provides a practical insight into quantitative trading. It provides students with a comprehensive understanding of quantitative analysis in financial markets, emphasizing risk management and the development of effective trading strategies. Through theoretical concepts, practical exercises, and real-world applications, students gain knowledge in statistical analysis, algorithmic trading, market microstructure, risk management, and back testing. By the end of the course, students will have acquired the skills to analyse financial data, assess market dynamics, manage risks, and evaluate the performance of trading strategies through back testing."
FINS4774,FINS4774Undergraduate,Empirical Asset Pricing,UNSW Business School,School of Banking & Finance,,"empirical,asset,pricing,empi,management",,,,,,Course Link,,"This course provides critical understandings of the concepts and empirical approaches in asset pricing. Main topics include model testing, financial market anomalies, market efficiency, and asset management.This course exposes students to both conventional views and recent evidence on selected topics."
FINS4777,FINS4777Undergraduate,Empirical Corporate Finance,UNSW Business School,School of Banking & Finance,,"empirical,corporate,finance,empi,management",,,,,,Course Link,," The aim of this course is to prepare Honours and Ph.D. students to do research in Empirical Corporate Finance. The course is organised around published and working papers in the field with an emphasis on econometric methods and the publication process. Rather than providing an exhaustive overview of the field, the course focuses in depth on selected topics to illustrate different empirical approaches. Using papers on from various sub-fields of corporate finance, the course will attempt to expose students to issues of identification, endogeneity, and instruments. The course will also attempt to strengthen your ability to digest and critique academic research. Finally, it will help improve your presentation skills through constructive feedback. "
FOOD1120,FOOD1120Undergraduate,"Food Science, Society and Sustainability",Faculty of Engineering,School of Chemical Engineering,,"food,science,society,sustainability,management",,,,,,Course Link,,"This course will give you insights into the breadth and depth of food science - a rapidly evolving discipline. The course will introduce you to some of the common scientific principles, practices, and challenges related to our food systems. You will examine the interactions between the food industry and consumer ethics, health, and behaviour. Finally, you will consider the arguments around food packaging and the role of innovation in food product development, food waste and sustainability."
FOOD1130,FOOD1130Undergraduate,Sustainable Food Product Manufacturing,Faculty of Engineering,School of Chemical Engineering,,"sustainable,food,product,manufacturing,sust",,,,,,Course Link,,"This course covers introductory level scientific and engineering design concepts including sustainable development, and product and processing line management with an emphasis on sustainable manufacturing as the core theme throughout the course. A technical lecture series will demonstrate the integration of all aspects of food science and technology, and their underpinning by the basic sciences, through examination of a hypothetical company producing a selected food product. Field trips (where possible) will provide early exposure to the food industry. Students will be exposed to the theory of and have the opportunity to practice a range of generic skills relevant to both their University studies and practice in food science and technology, including oral and written communication, team/group work, information literacy, personality types and learning styles. These will be delivered through a professional skill lecture series and class activities."
FOOD2320,FOOD2320Undergraduate,Food Microbiology,Faculty of Engineering,School of Chemical Engineering,,"food,microbiology,management,design,research",,,,,,Course Link,,"The course is structured around three major areas: microbial ecology, foodborne microbial diseases, and food fermentation, all of which are directly linked to the quality, safety, and production efficiency of foods and beverages."
FOOD3010,FOOD3010Undergraduate,Food Products and Ingredients Technology,Faculty of Engineering,School of Chemical Engineering,,"food,products,ingredients,technology,management",,,,,,Course Link,,"In this course, you will learn about the major raw food categories within our food industry, such as meat, cereals, milk, eggs, sugar, fish/seafood, fruit and vegetables, fats and oils, soy, coffee and tea. You will investigate their physical and chemical characteristics, their preservation, and the common technologies used to process them. You will also investigate the principles of some fundamental food preservation methods including thermal processing, freezing and chilling, dehydration, modified atmosphere and chemical preservation."
FOOD3020,FOOD3020Undergraduate,Food Properties and Functions Laboratory,Faculty of Engineering,School of Chemical Engineering,,"food,properties,functions,laboratory,management",,,,,,Course Link,,"In this laboratory-based course, you will experiment with the properties and functions of dairy, meat, fish, fruit, vegetables, beverages, eggs, sugars, cereals, and lipids as food ingredients. You will demonstrate the need for preservation through physical, chemical and biological deterioration factors, and water relationships. You will also experiment with food processing technologies to explore steps including heating, chilling, freezing, drying, brining, pickling, sugar, packaging (modified atmosphere and controlled atmosphere), chemical preservatives, and novel methods"
FOOD3030,FOOD3030Undergraduate,Food Safety and Quality Assurance,Faculty of Engineering,School of Chemical Engineering,,"food,safety,quality,assurance,management",,,,,,Course Link,,"This course helps you understand the techniques and regulatory frameworks that food companies use to ensure their products are safe and acceptable, with particular focus given to the role of Food Standards Australia and New Zealand (FSANZ), the Australian Food Standards Code and the Codex Alimentarius. You will look at the major food hazards and risks associated with food production and the strategies that different sectors of the food industry use to control these to create products that meet the expectations of their customers, such as Critical Control Points programs for Hazard Analysis (HACCP), Vulnerability Assessment (VACCP) and Threat Assessment (TACCP), Voluntary Incidental Trace Allergen Labelling (VITAL), traceability, hygiene and sanitation."
FOOD3060,FOOD3060Undergraduate,Food Processing Principles,Faculty of Engineering,School of Chemical Engineering,,"food,processing,principles,management,design",,,,,,Course Link,,In this course you will learn the basic physical and engineering principles required to understand the processing of foods at industrial scale. You will be equipped with the basic knowledge to work as a food engineer in food manufacturing companies.
FOOD3220,FOOD3220Undergraduate,Nutrition,Faculty of Engineering,School of Chemical Engineering,,"nutrition,nutr,management,design,research",,,,,,Course Link,,"In addition, you will have practical exercises learning how to measure the nutritional status of people using anthropometric and dietary intake techniques. You will have first-hand knowledge on how to convert food intake into nutrient intake using the national food composition database to be able to estimate intakes and compare them with the nutrient reference values; how nutrition labels are produced by the food industry. You will also learn about the importance of nutrients and requirements throughout the life cycle. A thorough understanding of biochemistry particularly the metabolism of energy, protein, fat, and carbohydrates is essential."
FOOD3801,FOOD3801Undergraduate,Unit Operations in Food Processing,Faculty of Engineering,School of Chemical Engineering,,"unit,operations,food,processing,management",,,,,,Course Link,,"This course introduces some of the more important unit operations in the food industry such as refrigeration, evaporation, dehydration, packaging, membrane filtration, and physical separations. You will learn to describe the processes, their applications and effects on food products using appropriate process diagrams, and to analyse them using mass and heat balanc"
FOOD4104,FOOD4104Undergraduate,Food and Health Security,Faculty of Engineering,School of Chemical Engineering,,"food,health,security,management,design",,,,,,Course Link,,"The UN Sustainable Development Goals (SDGs) outline a call to action to promote global peace and prosperity, and end poverty and inequality while protecting the environment. In this course, you will directly address the UN SDGs in the context of Food and Health Security facing different populations in the world both at the micro (household) and macro (population, country) levels. Topics will cover sustainable agricultural systems/production to meet the food availability requirements for populations; nutrition sensitive agriculture, a food system approach to address undernutrition and achieve Zero Hunger; effects of climate change on food and nutrient availability, role of food science and technology in crisis scenarios such as natural disasters, civil war, and pandemics/epidemics."
FOOD4110,FOOD4110Undergraduate,Advanced Food Chemistry,Faculty of Engineering,School of Chemical Engineering,,"food,chemistry,adva,management,design",,,,,,Course Link,,"In the era marked by rising life expectancy and looming threat of climate change, fostering a healthy population, and ensuring sustainable food production are crucial national priorities. How does food influence our quality of life? In what way can food contribute to healing and how can advancements of food science mitigate the impacts of climate change? These are the grand challenging questions that demand innovative scientific and technological solutions in the future."
FOOD4403,FOOD4403Undergraduate,Advanced Nutrition,Faculty of Engineering,School of Chemical Engineering,,"nutrition,adva,management,design,research",,,,,,Course Link,,"The topics will also delve into the realm of nutritional epidemiology through an understanding of different food systems while critically analysing scientific literature and honing communication skills for disseminating research findings effectively. Engaging in discussions surrounding sustainable development goals (SDGs) linked to population well-being, you will strategize on achieving these objectives particularly addressing SDG 1,2 and 3. Additionally, collaborative group activities will empower you to design and propose nutrition intervention programs tailored to diverse food and nutrition landscapes across countries."
FOOD4450,FOOD4450Undergraduate,Advanced Food Processing,Faculty of Engineering,School of Chemical Engineering,,"food,processing,adva,management,design",,,,,,Course Link,,"Food engineering principles (heat and mass transfer) are the basis of food processing. In this course, you will understand and apply important aspects of food engineering in greater depth, focussing on selected unit operations such as drying, spray drying, distillation, liquid-liquid extraction, extrusion, and radiation. By undertaking this course, you will be well equipped with the fundamental theory to understand many common processes undertaken in the food processing industry. This includes heat and mass transfer, radiation theory, drying and dehydration, and chemical separations."
GENC3004,GENC3004Undergraduate,Personal Finance,UNSW Business School,School of Banking & Finance,,"personal,finance,pers,management,design",,,,,,Course Link,,"This course offers you the essential financial toolkit to manage, grow, and secure your personal finances with confidence as you navigate life’s financial milestones. Perfectly suited for students ready to build a strong financial foundation, this course explores key topics such as evaluating your current financial position, setting impactful long-term goals, and developing a strategic plan to achieve financial independence. We will delve into practical areas including career planning, homeownership, debt management, tax essentials, risk assessment and investment choices tailored to your aspirations. In this course, you will gain the skills and knowledge to make smart, informed financial decisions and take charge of your financial future with clarity and purpose."
GENE1500,GENE1500Undergraduate,Creative Entrepreneurship,Faculty of Engineering,Faculty of Engineering,,"creative,entrepreneurship,crea,management,design",,,,,,Course Link,,"What is creativity? What is entrepreneurship? Why do they matter? In this course, you will identify, analyse and propose a solution to a meaningful unsolved problem in the world for an identified market segment. The course runs in an experiential mode, and you will form multidisciplinary teams to tackle their chosen problem, guided by entrepreneurship mentors and UNSW alumni who are running their own startup. Practical tools and protocols will be introduced for critically developing solution concepts, performing competitive analyses, building mindsets, skills, creativity and problem-solving, motivating and developing others, networking, building effective cross-disciplinary teams, designing experiments to validate concepts and rapid prototyping. You will then learn pitching and visual and graphic design skills, learning how to communicate influentially."
GENL0250,GENL0250Undergraduate,"Sport, Law and Society in Australia",Faculty of Law and Justice,"Sch Law, Society & Criminology",,"sport,law,society,australia,spor",,,,,,Course Link,,"The rise of organised sport coincided with Australia's development as a nation, playing a major role in developing Australian identities. As one of Australia's major cultural practices, participation, and success in international sport became an essential element in projecting Australia on the global stage. In the late twentieth century sport became one of nation's fastest growing industries. This course explores the history of Australian sport and the development of a body of law to underpin its place and function in Australian society. Topics include sport and Australian nationalism; the rise of organised sport in Australia; development of sports governance; the intersection of sport and the law in issues of race, gender, ethnicity and religion; the debate between amateurism and professionalism; Australian sport on the global stage; doping and the law, the court of Arbitration for sport; the impact of corporate interest in Australian sport."
GENL0251,GENL0251Undergraduate,"Managers, Media, Players and Spectators",Faculty of Law and Justice,Sch of Private& Commercial Law,,"managers,media,players,spectators,mana",,,,,,Course Link,,"This course examines the business of sport from the perspectives of its various stakeholders, managers, media, players and spectators. Using Australian sport as its centrepiece and using a series of case studies, the course traces the development and spread of global sport and the development of unique sporting cultures and institutions in many nations, particularly in Australia, the USA, Europe and the Pacific Rim. Australian sport is examined from its colonial roots to the present day. The course examines the transformation of amateur sport to professionalism and the bitter wars fought between owners, managers and players often played out in the courtroom and manifested by strikes and lockouts. It examines the phenomenon of the bidding for and the staging of mega events such as the Olympic Games and the FIFA World Cup; global sports politics; corruption and match fixing; the role of sports media; broadcast rights; sports marketing and intellectual property; violence on and off the field; athletes rights; athletes’ health and wellbeing; sports apparel and sweatshops; fans and spectators in the digital age; sports slavery and trafficking in Africa; drugs and doping and the World Anti-Doping Agency; international sports law and the Court of Arbitration for Sport."
GENL0252,GENL0252Undergraduate,International Relations and Sport,Faculty of Law and Justice,Sch of Private& Commercial Law,,"international,relations,sport,inte,management",,,,,,Course Link,,"In the twentieth century sport was transformed from an amateur pastime to a global business and became an important tool for nations in the conduct international relations and diplomacy. This course will introduce students to the development of the international sports system and its modes of governance. It will consider the notion of an international sports law. It will explore the use of sport in international relations and diplomacy from the rise of totalitarian regimes in the 1930s to the present day.  Using a series of case studies, the course will consider themes such as sport as international diplomacy; international treaties related to sport; sporting boycotts, human rights; discrimination; violence; women in sport; sport as development aid; corruption in sport; among others. It will also examine international organisations such as the IOC, FIFA, the World Anti-Doping Agency and the Court of Arbitration for Sport."
GENL1021,GENL1021Undergraduate,World Religions,Faculty of Law and Justice,"Sch Law, Society & Criminology",,"world,religions,worl,management,design",,,,,,Course Link,,"This course offers students a general introduction to six of the world’s major religions with a special focus on the way in which their specific laws and customs impact upon the behaviour of their adherents. The religions studied are Hinduism, Buddhism, Daoism, Judaism, Christianity and Islam. Each week a specific practical theme will be traced across the six religions. The themes include sacred images; scriptural texts; ethics; the three life-cycle rituals of birth, death and marriage; food and clothing customs; the calendar; religious architecture and popular places of pilgrimage"
GENL1022,GENL1022Undergraduate,Women and Religion,Faculty of Law and Justice,"Sch Law, Society & Criminology",,"women,religion,wome,management,design",,,,,,Course Link,,"This course focuses on the role of women in five of the world’s major religions: Hinduism, Buddhism, Judaism, Christianity and Islam. It examines the traditional theological principles and the practical laws that have directly impacted, for better or for worse, upon the lives of women within these religious traditions. It also explores historical and contemporary challenges to doctrines and practices that are seen to undermine women’s equality and freedom. Key themes include: femininity and divinity; historical founders’ attitudes to women; key scriptural texts and their interpretation; life-cycle rituals; marriage and divorce; sex and procreation; clothing and social freedom; worship and purity; leadership and authority."
GENL1062,GENL1062Undergraduate,Understanding Human Rights,Faculty of Law and Justice,"Sch Law, Society & Criminology",,"understanding,human,rights,unde,management",,,,,,Course Link,,"Understanding Human Rights examines the moral and legal foundations of the contemporary human rights discourse. It explores the origins of human rights in Western philosophy and the impact of this on some of the important debates in the discourse, including the charge of Western bias in the international system and the conflict between universalism and cultural relativism. It examines the development of national and international human rights instruments. The course examines the United Nations Human Rights treaty system and associated mechanisms. It introduces students to human rights protection and enforcement through Public International Law, International Humanitarian Law, and Humanitarian Intervention; it discusses the role of the UN Security Council, and the role of the International Criminal Court and Special Tribunals. The course also critiques Australia’s human rights record by examining the relationship between Australian and International Law and seeing what rights are protected in the Constitution. Other protective measures are also identified. The course uses contemporary examples of human rights abuse to illustrate the content."
GENL1063,GENL1063Undergraduate,Terror and Religion,Faculty of Law and Justice,"Sch Law, Society & Criminology",,"terror,religion,terr,management,design",,,,,,Course Link,,"The course investigates legal and other definitions of terrorism and the development of modern doctrines of terror. It examines topics such as religious motivation, and the justification and legitimisation of the use violence in a number of major religious belief systems. It identifies the differences between mainstream and extremist teachings on the use of violence in these religions. It analyses significant acts of religiously motivated violence, and explores background issues such as secularisation, modernism and globalisation. It also looks at more personal issues, such as the nature of religious conviction and its influence on behaviour."
GENL2021,GENL2021Undergraduate,Introduction to the Australian Legal System,Faculty of Law and Justice,Sch of Global & Public Law,,"australian,legal,system,intr,management",,,,,,Course Link,,"The course will examine the historical origins of the Australian legal system, some of the principles underpinning it's legal system, including the importance of the concept of the rule of law. It also covers the operation of the principal institutions of the legal system, the legislative and executive arms of government and the judiciary and courts. This will include the jurisdiction of Australian courts, the process by which cases are decided and the doctrine of precedent, consideration of alternative methods of dispute resolution and an examination of the role of the legal profession. There will also be an overview of the main branches of law."
GENL2033,GENL2033Undergraduate,"Big Tech, AI and the Law",Faculty of Law and Justice,"Sch Law, Society & Criminology",,"big,tech,ai,law,management",,,,,,Course Link,,"This course gives students an overview of the operation of Big Tech and related online and data services under Australian law, examining the business models, technical platforms, legal requirements and policy reasoning which influence how data uses and online services are regulated, and the sort of impacts which trigger calls for more effective regulatory options."
GENL2323,GENL2323Undergraduate,Owning Creativity: Understanding Intellectual Property Law,Faculty of Law and Justice,Sch of Private& Commercial Law,,"owning,creativity,understanding,intellectual,property",,,,,,Course Link,,"This course introduces core areas of intellectual property law such as copyright, trademarks, patents and designs law, covering foundational legal principles from a practical perspective."
GENM1501,GENM1501Undergraduate,Inside the Criminal Mind,Faculty of Medicine and Health,School of Population Health,,"inside,criminal,mind,insi,management",,,,,,Course Link,,"This course is aimed at those with a general interest in the forensic area who may wish to pursue a professional career or research in this fascinating field. This course complements existing offerings at UNSW, such as undergraduate courses in medicine, psychology, social work, criminology, and law, as well as postgraduate courses in forensic mental health, forensic psychology, criminology, and the law."
GENS0401,GENS0401Undergraduate,Introduction to Climate Change,Faculty of Science,"Sch Biol, Earth & Environ Sci",,"climate,change,intr,management,design",,,,,,Course Link,,"This course is an online-only offering and therefore there are no physical attendance requirements. There are no pre-requisites and so this course suits students at any stage of their degree. Lectures are asynchronous. However, the course requires regular and consistent online participation including online group work with other students. Students are expected to familiarise themselves with the course documentation and spend around 6 hours per week on the course. This includes going through lesson content in a timely manner, participating in group work activities, contributing to online discussion forums, and submitting assessments."
GENS1111,GENS1111Undergraduate,Big Fat Myths,Faculty of Science,Sch Biotech & Biomolecular Sci,,"big,fat,myths,management,design",,,,,,Course Link,,"This course will lift the veil on weight loss by tracing every atom one eats into and out of the body while investigating the fate of fat during weight loss. There will be a focus on how humans convert food into useful energy, why energy is important, what exactly happens in the body during weight loss and weight gain, and how one can change their lifestyle in subtle ways to live a healthier life."
GENS1112,GENS1112Undergraduate,Genetics and Society,Faculty of Science,Sch Biotech & Biomolecular Sci,,"genetics,society,gene,management,design",,,,,,Course Link,,"Genetic knowledge has advanced rapidly over the last few decades leading to a wide range of genetic applications in society. From genetically modified foods to genetic testing and precision medicine, these applications are now a part of everyday life. However, these advancements also raise important ethical, legal, and social questions that need to be considered."
GENS2025,GENS2025Undergraduate,Introduction to Airborne Drone Management,Faculty of Science,School of Aviation,,"airborne,drone,management,intr,finance",,,,,,Course Link,,"Airborne drones (unmanned aerial vehicles (or remotely piloted aircraft (RPA)) of varying shapes and sizes are permeating the civil aviation sector across recreational, commercial and research activities. This is due to their ability to perform certain processes for numerous industries such as medicine, military, humanitarian aid, retail, and construction in safer and more efficient ways than crewed air flight. The professional ability to safely and efficiently operate and manage airborne drones requires fundamental aviation knowledge. This course will introduce these fundamentals of RPA management to students through a suite of topics including basic aeronautical knowledge, RPA ethics and law, human factors and safety, logistics and operations, and RPA research methods. The course will emphasise practical applications of the concepts and tools introduced through select case studies and realistic mission planning for operations involving commercial and research activities. The course is delivered fully online with asynchronous, interactive, self-paced content each week. In addition, course staff will be available online for an optional live drop-in tutorial class each week for students to ask questions and clarify understanding. "
